week,sku,weekly_sales,feat_main_page,color,price,vendor,funct.numb,functionality
10/16/2017,1,9,FALSE,black,25.49,6,6,Mobile phone accessories
10/23/2017,1,11,FALSE,black,26.47,6,6,Mobile phone accessories
10/30/2017,1,8,FALSE,black,21.33,6,6,Mobile phone accessories
11/6/2017,1,8,FALSE,black,24.7,6,6,Mobile phone accessories
11/13/2017,1,17,FALSE,black,26.89,6,6,Mobile phone accessories
11/20/2017,1,8,FALSE,black,24.98,6,6,Mobile phone accessories
11/27/2017,1,7,FALSE,black,26.49,6,6,Mobile phone accessories
12/4/2017,1,7,FALSE,black,26.49,6,6,Mobile phone accessories
12/11/2017,1,9,FALSE,black,23.04,6,6,Mobile phone accessories
12/18/2017,1,3,FALSE,black,26.49,6,6,Mobile phone accessories
12/25/2017,1,10,FALSE,black,27.49,6,6,Mobile phone accessories
1/1/2018,1,7,FALSE,black,24.3,6,6,Mobile phone accessories
1/8/2018,1,13,FALSE,black,25.49,6,6,Mobile phone accessories
1/15/2018,1,11,FALSE,black,24.8,6,6,Mobile phone accessories
1/22/2018,1,6,FALSE,black,26.49,6,6,Mobile phone accessories
1/29/2018,1,5,FALSE,black,25.49,6,6,Mobile phone accessories
2/5/2018,1,7,FALSE,black,26.49,6,6,Mobile phone accessories
2/12/2018,1,8,TRUE,black,25.18,6,6,Mobile phone accessories
2/19/2018,1,3,FALSE,black,25.43,6,6,Mobile phone accessories
2/26/2018,1,10,FALSE,black,22,6,6,Mobile phone accessories
3/5/2018,1,14,FALSE,black,27.49,6,6,Mobile phone accessories
3/12/2018,1,29,TRUE,black,25.32,6,6,Mobile phone accessories
3/19/2018,1,26,FALSE,black,25.49,6,6,Mobile phone accessories
3/26/2018,1,16,FALSE,black,27.49,6,6,Mobile phone accessories
4/2/2018,1,28,TRUE,black,27.49,6,6,Mobile phone accessories
4/9/2018,1,13,FALSE,black,25.49,6,6,Mobile phone accessories
4/16/2018,1,15,FALSE,black,25.49,6,6,Mobile phone accessories
4/23/2018,1,27,TRUE,black,26.49,6,6,Mobile phone accessories
4/30/2018,1,13,FALSE,black,27.49,6,6,Mobile phone accessories
5/7/2018,1,26,TRUE,black,26.49,6,6,Mobile phone accessories
5/14/2018,1,20,FALSE,black,25.49,6,6,Mobile phone accessories
5/21/2018,1,23,FALSE,black,25.49,6,6,Mobile phone accessories
5/28/2018,1,21,FALSE,black,27.49,6,6,Mobile phone accessories
6/4/2018,1,21,FALSE,black,22.85,6,6,Mobile phone accessories
6/11/2018,1,22,FALSE,black,22.85,6,6,Mobile phone accessories
6/18/2018,1,21,FALSE,black,24.85,6,6,Mobile phone accessories
6/25/2018,1,23,FALSE,black,24.85,6,6,Mobile phone accessories
7/2/2018,1,28,TRUE,black,26.49,6,6,Mobile phone accessories
7/9/2018,1,16,FALSE,black,25.49,6,6,Mobile phone accessories
7/16/2018,1,32,TRUE,black,25.49,6,6,Mobile phone accessories
7/23/2018,1,17,TRUE,black,21.42,6,6,Mobile phone accessories
7/30/2018,1,15,FALSE,black,31.56,6,6,Mobile phone accessories
8/6/2018,1,18,FALSE,black,31.56,6,6,Mobile phone accessories
8/13/2018,1,10,FALSE,black,30.56,6,6,Mobile phone accessories
8/20/2018,1,16,FALSE,black,30.56,6,6,Mobile phone accessories
8/27/2018,1,16,FALSE,black,29.56,6,6,Mobile phone accessories
9/3/2018,1,15,FALSE,black,31.56,6,6,Mobile phone accessories
9/10/2018,1,21,FALSE,black,25.49,6,6,Mobile phone accessories
9/17/2018,1,32,TRUE,black,22.05,6,6,Mobile phone accessories
9/24/2018,1,19,FALSE,black,27.49,6,6,Mobile phone accessories
10/31/2016,2,9,FALSE,blue,62.93,1,7,Headphones
11/7/2016,2,6,FALSE,blue,64.99,1,7,Headphones
11/14/2016,2,2,FALSE,blue,65.99,1,7,Headphones
11/21/2016,2,2,FALSE,blue,63.99,1,7,Headphones
11/28/2016,2,6,FALSE,blue,59.49,1,7,Headphones
12/5/2016,2,2,FALSE,blue,64.99,1,7,Headphones
12/12/2016,2,8,FALSE,blue,65.99,1,7,Headphones
12/19/2016,2,3,FALSE,blue,64.99,1,7,Headphones
12/26/2016,2,3,FALSE,blue,64.99,1,7,Headphones
1/2/2017,2,1,FALSE,blue,64.99,1,7,Headphones
1/9/2017,2,3,FALSE,blue,64.99,1,7,Headphones
1/16/2017,2,3,FALSE,blue,64.99,1,7,Headphones
1/23/2017,2,8,FALSE,blue,65.99,1,7,Headphones
1/30/2017,2,2,FALSE,blue,63.99,1,7,Headphones
2/6/2017,2,3,FALSE,blue,63.99,1,7,Headphones
2/13/2017,2,7,FALSE,blue,64.99,1,7,Headphones
2/20/2017,2,2,FALSE,blue,30.99,1,7,Headphones
2/27/2017,2,4,TRUE,blue,63.24,1,7,Headphones
3/6/2017,2,8,TRUE,blue,53.99,1,7,Headphones
3/13/2017,2,8,FALSE,blue,52.05,1,7,Headphones
3/20/2017,2,8,FALSE,blue,75.14,1,7,Headphones
3/27/2017,2,2,FALSE,blue,71.49,1,7,Headphones
4/3/2017,2,3,FALSE,blue,64.99,1,7,Headphones
4/10/2017,2,6,FALSE,blue,75.99,1,7,Headphones
4/17/2017,2,5,FALSE,blue,63.99,1,7,Headphones
4/24/2017,2,4,TRUE,blue,54.99,1,7,Headphones
5/1/2017,2,23,TRUE,blue,56.09,1,7,Headphones
5/8/2017,2,3,FALSE,blue,64.99,1,7,Headphones
5/15/2017,2,27,TRUE,blue,40.57,1,7,Headphones
5/22/2017,2,7,TRUE,blue,47.66,1,7,Headphones
5/29/2017,2,7,FALSE,blue,65.99,1,7,Headphones
6/5/2017,2,7,FALSE,blue,64.99,1,7,Headphones
6/12/2017,2,3,FALSE,blue,64.99,1,7,Headphones
6/19/2017,2,1,FALSE,blue,64.99,1,7,Headphones
6/26/2017,2,6,FALSE,blue,64.99,1,7,Headphones
7/3/2017,2,5,FALSE,blue,65.99,1,7,Headphones
7/10/2017,2,7,FALSE,blue,58.72,1,7,Headphones
7/17/2017,2,6,FALSE,blue,63.99,1,7,Headphones
7/24/2017,2,9,FALSE,blue,62.34,1,7,Headphones
7/31/2017,2,3,FALSE,blue,64.99,1,7,Headphones
8/7/2017,2,3,FALSE,blue,63.99,1,7,Headphones
8/14/2017,2,9,FALSE,blue,61.19,1,7,Headphones
8/21/2017,2,2,FALSE,blue,63.99,1,7,Headphones
8/28/2017,2,6,FALSE,blue,50.21,1,7,Headphones
9/4/2017,2,4,FALSE,blue,65.99,1,7,Headphones
9/11/2017,2,5,FALSE,blue,56.73,1,7,Headphones
9/18/2017,2,7,FALSE,blue,64.99,1,7,Headphones
9/25/2017,2,13,FALSE,blue,65.99,1,7,Headphones
10/2/2017,2,3,FALSE,blue,57.07,1,7,Headphones
10/9/2017,2,6,FALSE,blue,57.07,1,7,Headphones
10/16/2017,2,5,FALSE,blue,71.49,1,7,Headphones
10/23/2017,2,1,FALSE,blue,71.49,1,7,Headphones
10/30/2017,2,6,FALSE,blue,66.81,1,7,Headphones
11/6/2017,2,6,FALSE,blue,65.13,1,7,Headphones
11/13/2017,2,6,FALSE,blue,69.49,1,7,Headphones
11/20/2017,2,2,FALSE,blue,70.49,1,7,Headphones
11/27/2017,2,2,FALSE,blue,70.49,1,7,Headphones
12/4/2017,2,3,FALSE,blue,69.49,1,7,Headphones
12/11/2017,2,3,FALSE,blue,69.49,1,7,Headphones
12/18/2017,2,5,FALSE,blue,70.49,1,7,Headphones
12/25/2017,2,8,FALSE,blue,71.49,1,7,Headphones
1/1/2018,2,2,FALSE,blue,71.49,1,7,Headphones
1/8/2018,2,3,FALSE,blue,71.49,1,7,Headphones
1/15/2018,2,6,FALSE,blue,70.49,1,7,Headphones
1/22/2018,2,2,FALSE,blue,71.49,1,7,Headphones
1/29/2018,2,9,FALSE,blue,65.36,1,7,Headphones
2/5/2018,2,8,FALSE,blue,65.99,1,7,Headphones
2/12/2018,2,8,FALSE,blue,75.42,1,7,Headphones
2/19/2018,2,49,TRUE,blue,64.99,1,7,Headphones
2/26/2018,2,48,FALSE,blue,61.97,1,7,Headphones
3/5/2018,2,27,FALSE,blue,65.99,1,7,Headphones
3/12/2018,2,52,FALSE,blue,63.99,1,7,Headphones
3/19/2018,2,34,FALSE,blue,64.99,1,7,Headphones
3/26/2018,2,9,FALSE,blue,64.99,1,7,Headphones
4/2/2018,2,10,TRUE,blue,65.99,1,7,Headphones
4/9/2018,2,9,FALSE,blue,63.99,1,7,Headphones
4/16/2018,2,12,FALSE,blue,65.99,1,7,Headphones
4/23/2018,2,10,FALSE,blue,64.99,1,7,Headphones
4/30/2018,2,18,FALSE,blue,54.67,1,7,Headphones
5/7/2018,2,16,FALSE,blue,50.79,1,7,Headphones
5/14/2018,2,11,FALSE,blue,64.99,1,7,Headphones
5/21/2018,2,12,FALSE,blue,64.99,1,7,Headphones
5/28/2018,2,15,FALSE,blue,55.75,1,7,Headphones
6/4/2018,2,17,FALSE,blue,53.99,1,7,Headphones
6/11/2018,2,15,FALSE,blue,53.99,1,7,Headphones
6/18/2018,2,12,FALSE,blue,64.99,1,7,Headphones
6/25/2018,2,14,FALSE,blue,65.99,1,7,Headphones
7/2/2018,2,2,FALSE,blue,73.89,1,7,Headphones
7/9/2018,2,4,FALSE,blue,75.89,1,7,Headphones
7/16/2018,2,5,FALSE,blue,75.89,1,7,Headphones
7/23/2018,2,8,FALSE,blue,69.77,1,7,Headphones
7/30/2018,2,7,FALSE,blue,71.09,1,7,Headphones
8/6/2018,2,6,FALSE,blue,73.89,1,7,Headphones
8/13/2018,2,5,FALSE,blue,70.09,1,7,Headphones
8/20/2018,2,5,FALSE,blue,75.89,1,7,Headphones
8/27/2018,2,4,FALSE,blue,75.89,1,7,Headphones
9/3/2018,2,10,FALSE,blue,73.89,1,7,Headphones
9/10/2018,2,9,FALSE,blue,59.37,1,7,Headphones
9/17/2018,2,11,FALSE,blue,57.39,1,7,Headphones
9/24/2018,2,11,FALSE,blue,63.99,1,7,Headphones
10/31/2016,3,6,FALSE,purple,103.9,1,7,Headphones
11/7/2016,3,3,FALSE,purple,109.99,1,7,Headphones
11/14/2016,3,38,FALSE,purple,73.02,1,7,Headphones
11/21/2016,3,18,FALSE,purple,77.25,1,7,Headphones
11/28/2016,3,17,FALSE,purple,81.49,1,7,Headphones
12/5/2016,3,8,FALSE,purple,84.78,1,7,Headphones
12/12/2016,3,9,FALSE,purple,86.88,1,7,Headphones
12/19/2016,3,12,FALSE,purple,81.1,1,7,Headphones
12/26/2016,3,14,FALSE,purple,80.49,1,7,Headphones
1/2/2017,3,5,FALSE,purple,91.66,1,7,Headphones
1/9/2017,3,7,FALSE,purple,107.99,1,7,Headphones
1/16/2017,3,3,FALSE,purple,108.99,1,7,Headphones
1/23/2017,3,8,FALSE,purple,107.99,1,7,Headphones
1/30/2017,3,3,FALSE,purple,109.99,1,7,Headphones
2/6/2017,3,3,FALSE,purple,107.99,1,7,Headphones
2/13/2017,3,8,FALSE,purple,102.94,1,7,Headphones
2/20/2017,3,9,FALSE,purple,54.99,1,7,Headphones
2/27/2017,3,7,FALSE,purple,109.99,1,7,Headphones
3/6/2017,3,5,FALSE,purple,108.99,1,7,Headphones
3/13/2017,3,6,FALSE,purple,108.99,1,7,Headphones
3/20/2017,3,8,FALSE,purple,107.99,1,7,Headphones
3/27/2017,3,11,FALSE,purple,108.99,1,7,Headphones
4/3/2017,3,3,FALSE,purple,107.99,1,7,Headphones
4/10/2017,3,10,FALSE,purple,109.99,1,7,Headphones
4/17/2017,3,6,FALSE,purple,108.99,1,7,Headphones
4/24/2017,3,9,FALSE,purple,62.97,1,7,Headphones
5/1/2017,3,8,FALSE,purple,107.89,1,7,Headphones
5/8/2017,3,5,FALSE,purple,107.99,1,7,Headphones
5/15/2017,3,7,FALSE,purple,108.99,1,7,Headphones
5/22/2017,3,9,TRUE,purple,100.27,1,7,Headphones
5/29/2017,3,11,TRUE,purple,85.99,1,7,Headphones
6/5/2017,3,3,FALSE,purple,109.99,1,7,Headphones
6/12/2017,3,6,FALSE,purple,109.99,1,7,Headphones
6/19/2017,3,5,FALSE,purple,108.99,1,7,Headphones
6/26/2017,3,8,FALSE,purple,107.99,1,7,Headphones
7/3/2017,3,7,FALSE,purple,109.99,1,7,Headphones
7/10/2017,3,12,FALSE,purple,92.49,1,7,Headphones
7/17/2017,3,6,TRUE,purple,86.07,1,7,Headphones
7/24/2017,3,15,TRUE,purple,88.74,1,7,Headphones
7/31/2017,3,11,FALSE,purple,109.99,1,7,Headphones
8/7/2017,3,12,FALSE,purple,109.99,1,7,Headphones
8/14/2017,3,4,FALSE,purple,108.99,1,7,Headphones
8/21/2017,3,9,FALSE,purple,107.99,1,7,Headphones
8/28/2017,3,6,FALSE,purple,107.99,1,7,Headphones
9/4/2017,3,9,FALSE,purple,89.66,1,7,Headphones
9/11/2017,3,3,FALSE,purple,108.99,1,7,Headphones
9/18/2017,3,3,FALSE,purple,107.99,1,7,Headphones
9/25/2017,3,10,FALSE,purple,98.36,1,7,Headphones
10/2/2017,3,4,FALSE,purple,109.99,1,7,Headphones
10/9/2017,3,10,FALSE,purple,107.99,1,7,Headphones
10/16/2017,3,6,FALSE,purple,107.99,1,7,Headphones
10/23/2017,3,10,FALSE,purple,106.01,1,7,Headphones
10/30/2017,3,2,FALSE,purple,109.99,1,7,Headphones
11/6/2017,3,6,FALSE,purple,102.31,1,7,Headphones
11/13/2017,3,9,FALSE,purple,102.07,1,7,Headphones
11/20/2017,3,7,FALSE,purple,108.1,1,7,Headphones
11/27/2017,3,6,FALSE,purple,109.99,1,7,Headphones
12/4/2017,3,5,FALSE,purple,105.59,1,7,Headphones
12/11/2017,3,9,FALSE,purple,107.99,1,7,Headphones
12/18/2017,3,7,FALSE,purple,104.59,1,7,Headphones
12/25/2017,3,5,FALSE,purple,107.99,1,7,Headphones
1/1/2018,3,6,FALSE,purple,101.39,1,7,Headphones
1/8/2018,3,12,FALSE,purple,102.02,1,7,Headphones
1/15/2018,3,6,FALSE,purple,105.35,1,7,Headphones
1/22/2018,3,7,FALSE,purple,103.39,1,7,Headphones
1/29/2018,3,5,FALSE,purple,104.69,1,7,Headphones
2/5/2018,3,8,FALSE,purple,105.08,1,7,Headphones
2/12/2018,3,16,FALSE,purple,109.99,1,7,Headphones
2/19/2018,3,7,FALSE,purple,101.39,1,7,Headphones
2/26/2018,3,8,FALSE,purple,104.03,1,7,Headphones
3/5/2018,3,11,FALSE,purple,108.99,1,7,Headphones
3/12/2018,3,13,FALSE,purple,104.59,1,7,Headphones
3/19/2018,3,14,FALSE,purple,106.09,1,7,Headphones
3/26/2018,3,16,FALSE,purple,107.3,1,7,Headphones
4/2/2018,3,12,FALSE,purple,106.52,1,7,Headphones
4/9/2018,3,6,FALSE,purple,108.99,1,7,Headphones
4/16/2018,3,13,FALSE,purple,107.99,1,7,Headphones
4/23/2018,3,8,FALSE,purple,108.99,1,7,Headphones
4/30/2018,3,14,FALSE,purple,108.99,1,7,Headphones
5/7/2018,3,18,FALSE,purple,94.28,1,7,Headphones
5/14/2018,3,22,TRUE,purple,108.99,1,7,Headphones
5/21/2018,3,13,FALSE,purple,108.99,1,7,Headphones
5/28/2018,3,15,FALSE,purple,109.99,1,7,Headphones
6/4/2018,3,20,TRUE,purple,109.25,1,7,Headphones
6/11/2018,3,20,FALSE,purple,111.19,1,7,Headphones
6/18/2018,3,14,FALSE,purple,110.19,1,7,Headphones
6/25/2018,3,26,TRUE,purple,109.99,1,7,Headphones
7/2/2018,3,16,TRUE,purple,108.99,1,7,Headphones
7/9/2018,3,15,TRUE,purple,109.99,1,7,Headphones
7/16/2018,3,35,TRUE,purple,107.99,1,7,Headphones
7/23/2018,3,25,FALSE,purple,109.99,1,7,Headphones
7/30/2018,3,20,TRUE,purple,108.99,1,7,Headphones
8/6/2018,3,13,FALSE,purple,109.99,1,7,Headphones
8/13/2018,3,22,FALSE,purple,108.99,1,7,Headphones
8/20/2018,3,24,TRUE,purple,108.99,1,7,Headphones
8/27/2018,3,15,TRUE,purple,109.99,1,7,Headphones
9/3/2018,3,14,FALSE,purple,109.99,1,7,Headphones
9/10/2018,3,18,TRUE,purple,107.16,1,7,Headphones
9/17/2018,3,9,FALSE,purple,107.99,1,7,Headphones
9/24/2018,3,11,FALSE,purple,107.99,1,7,Headphones
10/31/2016,4,28,FALSE,red,13.2,6,6,Mobile phone accessories
11/7/2016,4,19,TRUE,red,12.25,6,6,Mobile phone accessories
11/14/2016,4,9,TRUE,red,14.29,6,6,Mobile phone accessories
11/21/2016,4,14,TRUE,red,14.29,6,6,Mobile phone accessories
11/28/2016,4,7,TRUE,red,12.29,6,6,Mobile phone accessories
12/5/2016,4,10,TRUE,red,13.29,6,6,Mobile phone accessories
12/12/2016,4,14,TRUE,red,13.88,6,6,Mobile phone accessories
12/19/2016,4,23,TRUE,red,14.29,6,6,Mobile phone accessories
12/26/2016,4,15,TRUE,red,13.29,6,6,Mobile phone accessories
1/2/2017,4,9,TRUE,red,14.65,6,6,Mobile phone accessories
1/9/2017,4,17,TRUE,red,14.29,6,6,Mobile phone accessories
1/16/2017,4,5,TRUE,red,13.29,6,6,Mobile phone accessories
1/23/2017,4,6,TRUE,red,12.29,6,6,Mobile phone accessories
1/30/2017,4,10,TRUE,red,15.14,6,6,Mobile phone accessories
2/6/2017,4,11,TRUE,red,12.29,6,6,Mobile phone accessories
2/13/2017,4,4,TRUE,red,13.29,6,6,Mobile phone accessories
2/20/2017,4,9,TRUE,red,13.29,6,6,Mobile phone accessories
2/27/2017,4,7,FALSE,red,20.99,6,6,Mobile phone accessories
3/6/2017,4,8,FALSE,red,20.99,6,6,Mobile phone accessories
3/13/2017,4,10,TRUE,red,14.29,6,6,Mobile phone accessories
3/20/2017,4,11,FALSE,red,18.63,6,6,Mobile phone accessories
3/27/2017,4,7,TRUE,red,16.49,6,6,Mobile phone accessories
4/3/2017,4,6,FALSE,red,18.45,6,6,Mobile phone accessories
4/10/2017,4,9,TRUE,red,12.29,6,6,Mobile phone accessories
4/17/2017,4,9,TRUE,red,12.29,6,6,Mobile phone accessories
4/24/2017,4,7,FALSE,red,21.99,6,6,Mobile phone accessories
5/1/2017,4,8,FALSE,red,19.99,6,6,Mobile phone accessories
5/8/2017,4,3,FALSE,red,19.99,6,6,Mobile phone accessories
5/15/2017,4,7,FALSE,red,19.71,6,6,Mobile phone accessories
5/22/2017,4,9,TRUE,red,14.29,6,6,Mobile phone accessories
5/29/2017,4,23,TRUE,red,13.96,6,6,Mobile phone accessories
6/5/2017,4,9,FALSE,red,18.08,6,6,Mobile phone accessories
6/12/2017,4,9,TRUE,red,15.49,6,6,Mobile phone accessories
6/19/2017,4,3,FALSE,red,24.29,6,6,Mobile phone accessories
6/26/2017,4,6,FALSE,red,22.53,6,6,Mobile phone accessories
7/3/2017,4,7,FALSE,red,23.29,6,6,Mobile phone accessories
7/10/2017,4,6,FALSE,red,25.29,6,6,Mobile phone accessories
7/17/2017,4,4,FALSE,red,25.29,6,6,Mobile phone accessories
7/24/2017,4,7,FALSE,red,23.29,6,6,Mobile phone accessories
7/31/2017,4,1,FALSE,red,23.01,6,6,Mobile phone accessories
8/7/2017,4,2,FALSE,red,25.29,6,6,Mobile phone accessories
8/14/2017,4,5,TRUE,red,17.68,6,6,Mobile phone accessories
8/21/2017,4,1,FALSE,red,25.29,6,6,Mobile phone accessories
8/28/2017,4,7,FALSE,red,25.29,6,6,Mobile phone accessories
9/4/2017,4,6,FALSE,red,25.29,6,6,Mobile phone accessories
9/11/2017,4,5,FALSE,red,25.29,6,6,Mobile phone accessories
9/18/2017,4,7,TRUE,red,19.89,6,6,Mobile phone accessories
9/25/2017,4,4,FALSE,red,24.29,6,6,Mobile phone accessories
10/2/2017,4,2,FALSE,red,18.89,6,6,Mobile phone accessories
10/9/2017,4,5,TRUE,red,15.49,6,6,Mobile phone accessories
10/16/2017,4,4,FALSE,red,23.29,6,6,Mobile phone accessories
10/23/2017,4,5,FALSE,red,24.19,6,6,Mobile phone accessories
10/30/2017,4,5,FALSE,red,22.72,6,6,Mobile phone accessories
11/6/2017,4,5,TRUE,red,19.79,6,6,Mobile phone accessories
11/13/2017,4,5,FALSE,red,22.19,6,6,Mobile phone accessories
11/20/2017,4,6,FALSE,red,24.19,6,6,Mobile phone accessories
11/27/2017,4,7,FALSE,red,12.19,6,6,Mobile phone accessories
12/4/2017,4,14,TRUE,red,12.49,6,6,Mobile phone accessories
12/11/2017,4,7,TRUE,red,14.49,6,6,Mobile phone accessories
12/18/2017,4,2,FALSE,red,18.34,6,6,Mobile phone accessories
12/25/2017,4,11,TRUE,red,13.7,6,6,Mobile phone accessories
1/1/2018,4,7,FALSE,red,23.19,6,6,Mobile phone accessories
1/8/2018,4,6,FALSE,red,24.19,6,6,Mobile phone accessories
1/15/2018,4,7,FALSE,red,23.19,6,6,Mobile phone accessories
1/22/2018,4,7,FALSE,red,23.19,6,6,Mobile phone accessories
1/29/2018,4,7,FALSE,red,23.19,6,6,Mobile phone accessories
2/5/2018,4,6,TRUE,red,24.19,6,6,Mobile phone accessories
2/12/2018,4,4,FALSE,red,21.99,6,6,Mobile phone accessories
2/19/2018,4,5,TRUE,red,19.99,6,6,Mobile phone accessories
2/26/2018,4,7,TRUE,red,19.99,6,6,Mobile phone accessories
3/5/2018,4,13,FALSE,red,19.99,6,6,Mobile phone accessories
3/12/2018,4,11,FALSE,red,21.99,6,6,Mobile phone accessories
3/19/2018,4,13,TRUE,red,19.99,6,6,Mobile phone accessories
3/26/2018,4,14,FALSE,red,18.34,6,6,Mobile phone accessories
4/2/2018,4,8,TRUE,red,19.79,6,6,Mobile phone accessories
4/9/2018,4,8,FALSE,red,20.99,6,6,Mobile phone accessories
4/16/2018,4,10,TRUE,red,20.99,6,6,Mobile phone accessories
4/23/2018,4,9,TRUE,red,20.99,6,6,Mobile phone accessories
4/30/2018,4,8,FALSE,red,19.79,6,6,Mobile phone accessories
5/7/2018,4,17,TRUE,red,20.99,6,6,Mobile phone accessories
5/14/2018,4,12,TRUE,red,21.99,6,6,Mobile phone accessories
5/21/2018,4,15,TRUE,red,21.99,6,6,Mobile phone accessories
5/28/2018,4,12,FALSE,red,19.79,6,6,Mobile phone accessories
6/4/2018,4,10,FALSE,red,19.99,6,6,Mobile phone accessories
6/11/2018,4,17,FALSE,red,17.79,6,6,Mobile phone accessories
6/18/2018,4,14,FALSE,red,17.79,6,6,Mobile phone accessories
6/25/2018,4,18,TRUE,red,18.79,6,6,Mobile phone accessories
7/2/2018,4,13,TRUE,red,17.79,6,6,Mobile phone accessories
7/9/2018,4,10,TRUE,red,19.79,6,6,Mobile phone accessories
7/16/2018,4,4,FALSE,red,26.49,6,6,Mobile phone accessories
7/23/2018,4,14,TRUE,red,22.54,6,6,Mobile phone accessories
7/30/2018,4,4,TRUE,red,26.49,6,6,Mobile phone accessories
8/6/2018,4,11,TRUE,red,26.72,6,6,Mobile phone accessories
8/13/2018,4,11,TRUE,red,25.49,6,6,Mobile phone accessories
8/20/2018,4,7,FALSE,red,19.79,6,6,Mobile phone accessories
8/27/2018,4,6,FALSE,red,18.79,6,6,Mobile phone accessories
9/3/2018,4,12,TRUE,red,27.49,6,6,Mobile phone accessories
9/10/2018,4,14,FALSE,red,15.32,6,6,Mobile phone accessories
9/17/2018,4,10,TRUE,red,21.99,6,6,Mobile phone accessories
9/24/2018,4,9,TRUE,red,27.49,6,6,Mobile phone accessories
10/31/2016,5,9,TRUE,red,8.77,10,6,Mobile phone accessories
11/7/2016,5,22,TRUE,red,7.16,10,6,Mobile phone accessories
11/14/2016,5,23,TRUE,red,8.08,10,6,Mobile phone accessories
11/21/2016,5,16,TRUE,red,8.99,10,6,Mobile phone accessories
11/28/2016,5,36,TRUE,red,8.1,10,6,Mobile phone accessories
12/5/2016,5,18,TRUE,red,6.18,10,6,Mobile phone accessories
12/12/2016,5,15,TRUE,red,8.06,10,6,Mobile phone accessories
12/19/2016,5,11,TRUE,red,8.41,10,6,Mobile phone accessories
12/26/2016,5,11,TRUE,red,3.88,10,6,Mobile phone accessories
1/2/2017,5,5,FALSE,red,8.24,10,6,Mobile phone accessories
